MB_5_3_1.p3d	mb5-3-1_02	Tyhle protilátky jsou pro tvé uzdravení klíčové, Alexi.
MB_5_3_1.p3d	mb5-3-1_03	Vezmi si tuhle stříkačku, najdi lovce se správným genetickým typem a vpíchni mu ji.
MB_5_3_1.p3d	mb5-3-1_04	Když ho píchneš a pak ho pohltíš, mělo by tě to vyléčit.
MB_5_3_1.p3d	mb5-3-1_05	Jo, to už jsem slyšel.
MB_6_2_1.p3d	mb6-2-1_01	Musím najít lovce, co unesl Danu.
MB_6_2_1.p3d	mb6-2-1_02	Ten lovec, co hledáš, vypadá jako varianta druhu.
MB_6_2_1.p3d	mb6-2-1_03	Plní roli vůdce. Ostatní lovci se řídí podle něj.
MB_6_2_1.p3d	mb6-2-1_04	Když najdeš a pohltíš vůdce, možná ti to napoví, kde je ohnisko viru.
MB_6_2_1.p3d	mb6-2-1_05	Teď mi jde jen o Danu.
MB_6_3_1.p3d	mb6-3-1_01	Vůdčí lovec, kterého jsem zkoumala, je odolný jen vůči tvým schopnostem asimilace.
MB_6_3_1.p3d	mb6-3-1_02	Nejdřív ho musíš oslabit. Má dva mozky a dvě páteře. Zlom mu obě a upadne do stavu zotavení. V tu chvíli je zranitelný vůči pohlcení.
MB_6_3_1.p3d	mb6-3-1_03	Zvláštní, skoro to vypadá jako... přizpůsobení tvým metodám.
MB_6_3_1.p3d	mb6-3-1_04	Použij vůdce, kterého jsme zajali - zdolej ho a pohlť. Pak najdi a pohlť toho, co unesl Danu. Mělo by ti to odhalit její polohu.
MB_7_2_1.p3d	mb7-2-1_01	Mercere, teď má BLACKWATCH jediný cíl - nasadit zbraň Bloodtox co nejšíř a co nejrychleji.
MB_7_2_1.p3d	mb7-2-1_02	Už se chystají zaplavit tím ostrov, a jakmile tě sevřou, půjdou po tobě naostro.
MB_7_2_1.p3d	mb7-2-1_03	Musíš zlomit jejich sevření jižního Manhattanu, než rozšíří dosah.
MB_7_2_1.p3d	mb7-2-1_04	Kdo to sakra je?
MB_7_4_1.p3d	mb7-4-1_01	McMullen zalehl. Byl jsi mu příliš blízko příliš mnohokrát.
MB_7_4_1.p3d	mb7-4-1_02	Ale máš výhodu, o které BLACKWATCH neví - rostoucí odolnost vůči Bloodtoxu.
MB_7_4_1.p3d	mb7-4-1_03	Myslím, že klíč k McMullenovi je tenhle: zaútoč přímo na zařízení s Bloodtoxem a nech je myslet si, že tě mají. Až si budou jistí, že tě mají pod kontrolou, přivedou tě k McMullenovi.
MB_7_4_1.p3d	mb7-4-1_04	Jak to všechno víš?
MB_8_2_1.p3d	mb8-2-1_01	Ta nemoc je chytrá. Když ji zasáhli Bloodtoxem, stáhla se pod zem.
MB_8_2_1.p3d	mb8-2-1_02	Hromadí se tam a chystá se pohltit město.
MB_8_2_1.p3d	mb8-2-1_03	Musíš zajistit, aby se čerpací vozidlo s Bloodtoxem dostalo na Times Square. Až dorazí zásoby, napumpuješ ho pod zem a vyženeš je na světlo.
MB_8_2_1.p3d	mb8-2-1_04	Bez tvé pomoci se ten stroj k Times Square ani nepřiblíží.
MB_9_3_1.p3d	mb9-3-1_01	Taggartova letecká síla je ochromená. Pokusí se uniknout po zemi.
MB_9_3_1.p3d	mb9-3-1_02	Odbojné jednotky BLACKWATCH se stahují k jedné z jeho základen a staví zátarasy, aby se dostal k Brooklynskému mostu. Pokusí se prorazit tudy.
MB_9_3_1.p3d	mb9-3-1_03	Musíme udeřit na tu základnu HNED, než dokončí obranu. Vyžeň ho z díry. Až se dá na útěk, pohlť ho.
MB_9_3_1.p3d	mb9-3-1_04	Drž na něj tlak a bude utíkat dál. Ale nenech ho uniknout. Jestli se dostane z Manhattanu, přijdeme o vstupenku na Reagan.
MB_9_3_1.p3d	mb9-3-1_05	Nemá šanci.
MNIS_4_3.p3d	mnis4-3-1_01	Prostor čistý, pane. Jaký je váš odhadovaný čas příletu?
MNIS_4_3.p3d	mnis4-3-1_02	Dobře, lidi - všude čisto. McMullen na cestě.
MNIS_4_3.p3d	mnis4-3-1_03	Odlétáme, držte se, jedeme.
MNIS_4_4_2.p3d	mnis4-4-2_01	Mercere... jsi těžké najít.
MNIS_4_4_2.p3d	mnis4-4-2_02	Těšil jsem se na tohle.
MNIS_5_3_2.p3d	mnis5-3-2_01	Jsem zpátky.
MNIS_7_1_1.p3d	nis7-1-1_01	Látka A-113A, které kvůli podivnému zbarvení říkáme Bloodtox, je jed, který působí pouze na virus BLACKLIGHT.
MNIS_7_1_1.p3d	nis7-1-1_02	Zaplavíme jím město, abychom zastavili šíření nákazy a zabili jím všechny nakažené.
MNIS_7_1_1.p3d	nis7-1-1_03	Pro lidi je naprosto neškodný.
MNIS_7_1_1.p3d	nis7-1-1_04	Tak neškodný, že ho dýcháš od chvíle, co jsi vešel do téhle místnosti.
MNIS_7_1_1.p3d	nis7-1-1_05	Stůj. Stát! STÁT!
NIS_0_3_a.p3d	nis0-3a_01	Hej, já toho chlapa znal. Byl to Blacklight.
NIS_0_3_a.p3d	nis0-3a_02	Jo, no teď je z něj bývalý Blacklight.
NIS_0_3_a.p3d	nis0-3a_03	Jmenuje se... Mercer, Alex J. Nejbližší příbuzný - Mercerová, Dana A.
NIS_0_3_a.p3d	nis0-3a_04	To je jeho žena?
NIS_0_3_a.p3d	nis0-3a_05	Nevím.
NIS_0_3_a.p3d	nis0-3a_06	Myslíš, že to má něco společného s pokusným subjektem na 51?
NIS_0_3_a.p3d	nis0-3a_07	Nemám tušení, a hlavně to ani nechci vědět.
NIS_0_3_a.p3d	nis0-3a_08	Prostě mi podej tu osmipalcovou čepel.
NIS_0_3_a.p3d	nis0-3a_08_2	Začneme řezem přes trup.
NIS_0_3_a.p3d	nis0-3a_09	Vypadněte odsud, sakra!
NIS_0_3_a.p3d	nis0-3a_10	Sežeňte sem killteam HNED!
NIS_0_3_a.p3d	nis0-3b_01	*těžký dech*
NIS_0_3_a.p3d	nis0-3b_02	Pohyb, pohyb, pohyb!
NIS_0_3_a.p3d	nis0-3b_03	K zemi! Hned! POHYB!
NIS_0_3_a.p3d	nis0-3b_04	Mám povolení tě zastřelit a spálit tvoji zasranou mrtvolu.
NIS_0_3_a.p3d	nis0-3b_05	Ah, do prdele.
NIS_0_3_a.p3d	nis0-3b_06	Všem jednotkám, prioritní cíl, prioritní cíl!
NIS_0_3_a.p3d	nis0-3b_07	Po-po-počkejte! Počkejte!
NIS_0_3_a.p3d	nis0-3b_08	Sejměte ho!
NIS_0_3_a.p3d	nis0-3b_09	*bolestný výkřik*
NIS_0_3_a.p3d	nis0-3b_10	Aaach! Co se to se mnou děje?
NIS_0_3_a.p3d	nis0-3b_11	Chyťte ho!
NIS_0_3_a.p3d	nis0-3b_12	*lapá po dechu, těžce dýchá*
NIS_0_3_a.p3d	nis0-3b_13	To bylo... snadné.
NIS_0_3_b.p3d	nis0-3b_01	*těžký dech*
NIS_0_3_b.p3d	nis0-3b_02	Pohyb, pohyb, pohyb!
NIS_0_3_b.p3d	nis0-3b_03	K zemi! Hned! POHYB!
NIS_0_3_b.p3d	nis0-3b_03	K zemi! Hned! POHYB!
NIS_0_3_b.p3d	nis0-3b_04	Mám povolení tě zastřelit a spálit tvoji zasranou mrtvolu.
NIS_0_4.p3d	nis0-4_01	Teď je z něj bývalý Blacklight...
NIS_0_4.p3d	nis0-4_02	Jmenuje se Mercer...
NIS_0_4.p3d	nis0-4_04	Nepřítel v dohledu, kontakt hrozí.
NIS_0_4.p3d	nis0-4_04_b	Na místě, Ghost Team hlásí vizuální kontakt.
NIS_0_4.p3d	nis0-4_04_c	Jaká je situace, přepínám?
NIS_0_4.p3d	nis0-4_05	Tango sejmuto. Likvidováno.
NIS_0_4.p3d	nis0-4_06	Čekejte, přepínám.
NIS_0_4.p3d	nis0-4_07	*krátký výkřik*
NIS_0_4.p3d	nis0-4_08	*bolestné zasupění*
NIS_0_5.p3d	nis0-5_02	Moje sestra. On věděl, kde je. Já vím, kde je.
NIS_0_5.p3d	nis0-5_03	Musím ji najít.
NIS_0_5.p3d	nis0-5_01	Dano....
NIS_10_1.p3d	nis10-1_01	Myslel jsem, že je čas si promluvit.
NIS_10_1.p3d	nis10-1_02	To bys neměl dělat.
NIS_10_1.p3d	nis10-1_04	Za pár hodin bude z celého tohohle místa sklo.
NIS_10_1.p3d	nis10-1_06	Mýlíš se. Byl v Hope v roce '69. Udělá cokoli, aby zastavil nákazu. Když mi pomůžeš ho zastavit, dostaneš své tajemství.
NIS_10_1.p3d	nis10-1_06	Mýlíš se. Byl v Hope v roce '69. Udělá cokoli, aby zastavil nákazu. Když mi pomůžeš ho zastavit, dostaneš své tajemství.
NIS_10_1.p3d	nis10-1_08	Mám způsob. Randall chce plukovníka jménem Taggart. Poslal mě, abych ho našel. Je to náš klíč na palubu Reaganu.
NIS_10_1.p3d	nis10-1_03	Udělal jsem tvou práci za tebe. Zlomil jsem páteř nákazy.
NIS_10_1.p3d	nis10-1_05	Ani Randall není tak šílený, aby na Manhattan hodil jadernou bombu.
NIS_10_1.p3d	nis10-1_07	K té lodi se nedá dostat, aniž by tě sestřelili z nebe.
NIS_10_1.p3d	nis10-1_06	Mýlíš se. Byl v Hope v roce '69. Udělá cokoli, aby zastavil nákazu. Když mi pomůžeš ho zastavit, dostaneš své tajemství.
NIS_10_1.p3d	mb9-1-1_05	Taggart soustřeďuje velkou sílu vrtulníků na těchto místech.
NIS_10_1.p3d	mb9-1-1_06	Jestli nezasáhneme hned, protlačí se z Manhattanu s celou flotilou vrtulníků. A Randall ho možná nedokáže zastavit.
NIS_10_1.p3d	mb9-1-1_07	Mercere, znič ty vrtulníky. Já se pokusím zjistit, kde je Taggart. A nenech žádný z nich uniknout z města. Taggart může být v kterémkoli z nich.
NIS_10_1.p3d	mb9-1-1_08	Proč mám pocit, že jsem v tomhle na tom hůř?
NIS_10_2_1.p3d	nis10-2_01	Hlaste.
NIS_10_2_1.p3d	nis10-2_10	Vítej doma.
NIS_10_2_1.p3d	nis10-2_11	Operace Red Light skončila.
NIS_10_2_1.p3d	nis10-2_04	Taggartův rozkaz vedl přímo ke zhroucení centrální modré zóny.
NIS_10_2_2.p3d	nis10-2_16	Nemyslel sis snad, že jsem tak naivní? Když máš hnisající ránu, vypálíš ji.
NIS_10_2_2.p3d	nis10-2_17	Zachráníme miliony amerických životů.
NIS_10_2_2.p3d	nis10-2_19	Nechat...?
NIS_10_2_2.p3d	nis10-2_24	Takhle jsi...
NIS_10_2_2.p3d	nis10-2_12	A co naši muži? Ti, co jsou na Manhattanu...?
NIS_10_2_2.p3d	nis10-2_19_2	Jsme šest minut od cíle. A kód znám jen já.
NIS_10_2_2.p3d	nis10-2_18	Nenechám tě vymazat New York, jako jsi vymazal Hope.
NIS_10_2_2.p3d	nis10-2_21	Byl jsi v Hope v Idahu. Vzal jsi něco Elizabeth Greenové.
NIS_10_2_2.p3d	nis10-2_25	Vím, co BLACKWATCH provedl.
NIS_10_2_2.p3d	nis10-2_23	Protože všichni, koho jsem zabil - jsou ve mně. Jsou mnou.
NIS_10_2_3.p3d	nis10-2_34	Ty parchante. Mohl jsi tomu všemu zabránit... Nechal jsi to stát se.
NIS_10_2_3.p3d	nis10-2_36	Až ta zbraň vybuchne a budou si myslet, že je nákaza vymýcená, nebudou mě hledat.
NIS_10_2_3.p3d	nis10-2_37	A až tě pohltím, dokážu odolat... i tomuhle.
NIS_1_3_a.p3d	nis1-3_01	Pusť mě!
NIS_1_3_a.p3d	nis1-3_02	Dano!?
NIS_1_3_a.p3d	nis1-3_06	Neublížím ti!
NIS_1_3_a.p3d	nis1-3_08	Potřebuju tvou pomoc.
NIS_1_3_a.p3d	nis1-3_14	*vydechne* Ježíši, věděla jsem, že v GENTEKu je něco v hajzlu. Co se ti sakra stalo, Alexi?
NIS_1_3_a.p3d	nis1-3_15	Už týdny pátrám po té zpropadené organizaci. Slídila jsem, abych sehnala informace pro TEBE.
NIS_1_3_a.p3d	nis1-3_17	Copak si nepamatuješ? Chtěl jsi zjistit, co se děje na nejvyšších místech GENTEKu - cokoli o řediteli výzkumu. Ně...
NIS_1_3_a.p3d	nis1-3_19	Jsi v pořádku?
NIS_1_3_a.p3d	nis1-3_21_2	Víš, co se stalo?
NIS_1_3_a.p3d	nis1-3_22	Já... já jsem tě neviděla ani pět let. Až do minulého měsíce, kdys stál u mých dveří.
NIS_1_3_a.p3d	nis1-3_23	Můžeme jít někam jinam?
NIS_1_3_a.p3d	nis1-3_24	Jo. Já... znám jedno místo.
NIS_1_3_a.p3d	nis2-1_01	Tak pojď dál...
NIS_1_3_a.p3d	nis2-1_02	Je to, ehm, byt jedné kamarádky. Je pryč na rok. Patagonie, nebo tak něco.
NIS_1_3_a.p3d	nis2-1_03	Máš tušení, co to všechno znamená?
NIS_1_3_a.p3d	nis2-1_04	Ne, ale zjistím to. Tohle je přece story století, takže někdo musí vědět, co se tu sakra děje.
NIS_1_3_a.p3d	nis2-1_05	Víš... čekali na mě u mě doma, takže... u tebe budou určitě taky.
NIS_1_3_a.p3d	nis2-1_06	Kde bydlím?
NIS_1_3_a.p3d	nis2-1_10	Tamhle.
NIS_1_3_a.p3d	nis2-1_07	Budeš tady, až se vrátím?
NIS_1_3_a.p3d	nis2-1_08	Nejlíp uděláš, když zůstaneš tady - nejspíš prohledávají město po nás obou.
NIS_1_3_a.p3d	nis2-1_09	Jo. Budu tady.
NIS_1_3_b.p3d	nis1-3_08	Potřebuju tvou pomoc.
NIS_1_3_b.p3d	nis1-3_14	*vydechne* Ježíši, věděla jsem, že v GENTEKu je něco v hajzlu. Co se ti sakra stalo, Alexi?
NIS_1_3_b.p3d	nis1-3_21	Já... já nevím.
NIS_1_3_b.p3d	nis1-3_21	Já... já nevím.
NIS_1_3_b.p3d	nis1-3_15	Už týdny pátrám po té zpropadené organizaci. Slídila jsem, abych sehnala informace pro TEBE.
NIS_1_3_b.p3d	nis1-3_17	Copak si nepamatuješ? Chtěl jsi zjistit, co se děje na nejvyšších místech GENTEKu - cokoli o řediteli výzkumu. Ně...
NIS_1_3_b.p3d	nis1-3_19	Jsi v pořádku?
NIS_1_3_b.p3d	nis1-3_22	Já... já jsem tě neviděla ani pět let. Až do minulého měsíce, kdys stál u mých dveří.
NIS_1_3_b.p3d	nis1-3_23	Můžeme jít někam jinam?
NIS_1_3_b.p3d	nis1-3_24	Jo. Já... znám jedno místo.
NIS_1_3_b.p3d	nis1-3_24	Jo. Já... znám jedno místo.
NIS_1_3_c.p3d	nis1-3_25	AXIOM provede zátah až k řece. BRIMSTONE obklíčí celý sektor a zadrží každého, kdo se bude pohybovat v oblasti. Chci mít situaci zajištěnou do svítání.
NIS_1_3_c.p3d	nis1-3_26	Ale pane, v modré zóně je skoro sto tisíc lidí.
NIS_1_3_c.p3d	nis1-3_27	Výmluvy mě nezajímají. Proveďte to!
NIS_1_3_c.p3d	nis1-3_28	Máme situaci, na kterou je váš tým jako stvořený, kapitáne. Jak dlouho než budou vaši muži na místě?
NIS_1_3_c.p3d	nis1-3_29	Jsme připraveni a čekáme na rozkazy. Ve vzduchu a na místě kdekoliv ve městě do patnácti minut.
NIS_1_3_c.p3d	nis1-3_30	Při vší úctě, pane, potlačovací operace ve dvanáctimilionovém městě je na moje muže trochu moc.
NIS_1_3_c.p3d	nis1-3_31	Situace se už vyvinula, kapitáne. Na zajištění se nepodílíte. Váš tým má jediný cíl: Alexe Mercera. Krycí jméno ZEUS.
NIS_1_3_c.p3d	nis1-3_32	Nese nový kmen viru. Zlikvidoval padesát mých mužů a prorazil šedesáticentimetrové ocelové dveře. Máte zájem?
NIS_1_3_c.p3d	nis1-3_33	Jsem váš muž, pane.
NIS_1_3_c.p3d	nis1-3_34	Nemusím vám říkat, co je v sázce.
NIS_2_1.p3d	nis2-1_01	Tak pojď dál...
NIS_2_1.p3d	nis2-1_02	Je to... byt jednoho kamaráda. Je pryč na rok. Patagonie, nebo tak něco.
NIS_2_1.p3d	nis2-1_03	Máš tušení, co to všechno znamená?
NIS_2_1.p3d	nis2-1_04	Ne, ale zjistím to. Tohle je story století, takže někdo sakra musí vědět, co se tu děje.
NIS_2_1.p3d	nis2-1_05	Víš... čekali na mě u mě doma, takže... u tebe budou rozhodně taky.
NIS_2_1.p3d	nis2-1_06	Kde bydlím?
NIS_2_1.p3d	nis2-1_07	Budeš tu, až se vrátím?
NIS_2_1.p3d	nis2-1_08	Radši zůstaň tady -- určitě po nás obou prohledávají celé město.
NIS_2_1.p3d	nis2-1_09	Jo. Budu tady.
NIS_2_2.p3d	nis2-2_01	Cíl je v budově!
NIS_2_2.p3d	nis2-2_04	Cíl je aktivní. Pálit!
NIS_2_3.p3d	nis2-3_01	Něco jsi našel?
NIS_2_3.p3d	nis2-3_02	Ježíšikriste! Nedělej to! Ježí... *vydechne*
NIS_2_3.p3d	nis2-3_03	Promiň.
NIS_2_3.p3d	nis2-3_04	Dobře, tvůj byt?
NIS_2_3.p3d	nis2-3_05	Nic tam nezbylo.
NIS_2_3.p3d	nis2-3_06	No, na tom nesejde. Prohlížela jsem tvůj laptop.
NIS_2_3.p3d	nis2-3_07	Laptop?
NIS_2_3.p3d	nis2-3_08	Jo. Přišel v balíčku den poté, cos zdezertoval. Podívej.
NIS_2_3.p3d	nis2-3_09	Já... tu holku jsem už viděl.
NIS_2_3.p3d	nis2-3_10	No, to dává smysl. V souboru jsou jen dvě jména -- jedno je tvoje. Druhé patří téhle ženě: Elizabeth Greenové...
NIS_2_3.p3d	nis2-3_11	Pořád je v izolaci v budově GENTEK. Víš, kdo to je?
NIS_2_3.p3d	nis2-3_12	Ať je to kdokoliv, ví toho víc než já.
NIS_2_3.p3d	nis2-3_13	Bože, vždyť je to jenom holka. Co jsou to sakra za monstra?
NIS_2_3.p3d	nis2-3_14	Nemůžu si vzpomenout.
NIS_2_4.p3d	nis2-4_01	Elizabeth Greenová?
NIS_2_4.p3d	nis2-4_09	Čas čekání skončil.
NIS_2_4.p3d	nis2-4_05	Nerozumím.
NIS_2_4.p3d	nis2-4_06	Sleduj.
NIS_2_4.p3d	nis2-4_04	Jsem tvoje matka.
NIS_3_4.p3d	nis3-4_01	Jsme odhaleni. Mercer ví, že jsi na naší výplatní listině. Evakuujeme se.
NIS_3_4.p3d	nis3-4_02	Ach bože.
NIS_3_4.p3d	nis3-4_03	Víš, čeho je schopný. Do prdele. Zabije mě.
NIS_3_4.p3d	nis3-4_04	Bože můj. Bože můj, je tady.
NIS_3_4.p3d	nis3-4_05	Je v budově *lapne po dechu*
NIS_3_4.p3d	nis3-4_06	Já vím.
NIS_4_1.p3d	nis4-1_02	Kde přistávají?
NIS_4_1.p3d	nis4-1_03	Jihovýchodní Manhattan. Ale letadlová loď -- U.S.S. Reagan -- má prý zůstat u jižního pobřeží...
NIS_4_1.p3d	nis4-1_04	Zajímalo by mě, kam míří ty náklaďáky.
NIS_4_1.p3d	nis4-1_05	Ať jedou kamkoliv, vsadím se, že tam bude McMullen. Udělal mi tohle a já zjistím proč.
NIS_4_1.p3d	nis4-1_06	A pak?
NIS_4_1.p3d	nis4-1_07	Pak se postarám, aby to už nikdy nikomu jinému neudělal.
NIS_4_3.p3d	nis4-3_01	...v budově GENTEK ve středním Manhattanu. To, co se zprvu jevilo jako únik chemikálie, byl ve skutečnosti biologický útok na město. Úřady za hlavního podezřelého označily Dr. Alexe Mercera...
NIS_4_3.p3d	nis4-3_05	Mercer... ehm... ZEUS... se přestavuje na buněčné úrovni -- je to měňavec.
NIS_4_3.p3d	nis4-3_06	Ze vzorku DNA, který jste získal, jsme syntetizovali patogen. Uvnitř ZEUSE ten patogen vytvoří možný lék.
NIS_4_3.p3d	nis4-3_07	Rozumíte svému úkolu?
NIS_4_3.p3d	nis4-3_03	Pane?
NIS_4_3.p3d	nis4-3_08	Mám cíli, ZEUSovi, vpíchnout tu zbraň a přivést ho. Pane, při vší úctě: všechno nasvědčuje tomu, že...
NIS_4_3.p3d	nis4-3_04	Pohov, kapitáne. Řediteli McMullene, sdělte kapitánovi svá data. Možná mu to pomůže splnit úkol.
NIS_4_3.p3d	nis4-3_09	Mercer není on, je to TO. Vyslechnu vás, až úkol splníte.
NIS_4_3.p3d	nis4-3_09_2	Odchod.
NIS_4_3.p3d	nis4-3_12	Kapitán měl vždycky problém vidět širší souvislosti...
NIS_4_5.p3d	nis4-5_01	Myslíš, že jsi vyhrál, Mercere? Ani nevíš, do jaký zasraný hry ses to namočil.
NIS_4_5.p3d	nis4-5_03	No, o Penn Station ti řeknu všechno, co potřebuješ vědět.
NIS_4_5.p3d	nis4-5_05	Svým způsobem... je mi tě líto.
NIS_4_5.p3d	nis4-5_07	ZEUS je zneškodněn. Přivezte zadržovací zařízení.
NIS_5_1.p3d	nis5-1_02	McMullen?
NIS_5_1.p3d	nis5-1_05	Kde je?
NIS_5_1.p3d	nis5-1_12	Elizabeth Greenová.
NIS_5_1.p3d	nis5-1_14	Hope v Idahu byla experiment.
NIS_5_1.p3d	nis5-1_19	Lidi, který jsem zabil, jsou ve mně. Slyším je -- vidím věci, který udělali.
NIS_5_1.p3d	nis5-1_20	Rozumím tomu všemu. Mám ty věci dělat. Ale je to správný. Cítím to.
NIS_5_1.p3d	nis5-1_01	Vypadáš hrozně, ale... tohle by mohlo pomoct.
NIS_5_1.p3d	nis5-1_03	Ne, ale hlídají kvůli němu někoho jinýho. Je to doktor jménem Bradley Ragland.
NIS_5_1.p3d	nis5-1_06	Počkej, počkej. Je to dobrák. Najdeš ho a on nám pomůže dostat se k McMullenovi.
NIS_5_1.p3d	nis5-1_07	Je na severu ve Fakultní nemocnici St. Paul. Vede tam márnici.
NIS_5_1.p3d	nis5-1_08	Počkej, počkej. To není všechno.
NIS_5_1.p3d	nis5-1_09	Dobře. Takže jsem zjistila pár věcí o Hope v Idahu. Bylo to vojenský městečko. 21. července 1969 zmizelo z mapy...
NIS_5_1.p3d	nis5-1_10	Oficiálně šlo o střet s protivládní milicí bláznů do zbraní. Milice pobila spoustu lidí a federálové pobili milici. A přežil jen jeden jediný člověk.
NIS_5_1.p3d	nis5-1_11	Všimni si té holky, druhé zleva?
NIS_5_1.p3d	nis5-1_13	Dnes vypadá skoro jako vysokoškolačka. Ujde to na pětapadesátiletou.
NIS_5_1.p3d	nis5-1_15	Jak to sakra můžeš vědět?
NIS_5_1.p3d	nis5-1_18	O čem to sakra mluvíš?
NIS_5_1.p3d	nis5-1_21	Najdi Raglanda... a zeptej se ho na McMullena.
NIS_5_2.p3d	nis5-2_02	Doktore Raglande.
NIS_5_2.p3d	nis5-2_04	Jsem ohromen.
NIS_5_2.p3d	nis5-2_06	Tvoje pomoc zastavit ten virus.
NIS_5_2.p3d	nis5-2_10	Dalo by se říct, že mám příznaky.
NIS_5_2.p3d	nis5-2_13	Tak si vyber stranu.
NIS_5_2.p3d	nis5-2_01	Podivné struktury v temenním laloku, připomínající parazitickou infekci.
NIS_5_2.p3d	nis5-2_03	Už jsem řekl, že s váma lidma nebudu jednat. Můj lékařský posudek není na prodej.
NIS_5_2.p3d	nis5-2_05	Co přesně chceš?
NIS_5_2.p3d	nis5-2_07	Proč?
NIS_5_2.p3d	nis5-2_14	Řeknu ti, co vím, ale nejdřív musíme zjistit, kde armáda drží nultého pacienta.
NIS_5_3_a.p3d	nis5-3_02	Ach bože.
NIS_5_3_a.p3d	nis5-3_03	Raglande. RAGLANDE!
NIS_5_3_a.p3d	nis5-3_04	Co se to se mnou děje?
NIS_5_3_a.p3d	nis5-3_05	Vědí, že jsi nakažený. Možná tě využívají k výrobě antiviru.
NIS_5_3_a.p3d	nis5-3_06	Když zjistíme, co to dělá, možná najdu způsob, jak pomoct tvýmu tělu to odmítnout.
NIS_5_3_a.p3d	nis5-3_07	Jak?
NIS_5_3_a.p3d	nis5-3_08	Odříznout mu přísun potravy.
NIS_5_3_b.p3d	nis5-3_04	Co se to se mnou děje?
NIS_5_3_b.p3d	nis5-3_05	Vědí, že jsi nakažený. Možná tě využívají k výrobě antiviru.
NIS_5_3_b.p3d	nis5-3_06	Když zjistíme, co to dělá, možná najdu způsob, jak pomoct tvýmu tělu to odmítnout.
NIS_5_3_b.p3d	nis5-3_07	Jak?
NIS_5_3_b.p3d	nis5-3_08	Odříznout mu přísun potravy.
NIS_6_2.p3d	nis6-2_02	Dano. Promiň. Nevěděl jsem, jak ti to říct.
NIS_6_2.p3d	nis6-2_03	Potřebuju vědět proč. Udělali mě takovýho a já to musím pochopit.
NIS_6_2.p3d	nis6-2_06	Pšt, počkej! Počkej!
NIS_6_2.p3d	nis6-2_08	Dano!
NIS_6_2.p3d	nis6-2_01	Tak... co na to řekl Ragland?
NIS_6_2.p3d	nis6-2_04	To je v pořádku, Alexi. Fakt jo. Ať se stalo cokoliv, pořád jsi můj brácha.
NIS_6_2.p3d	nis6-2_05	Co je?
NIS_6_4_b.p3d	nis6-4_07	Vypadá to, že mám nový plány. Udělej pro ni, co půjde.
NIS_6_4_b.p3d	nis6-4_02	Co se stalo?
