NIS_0_1_FMV.p3d	fmv0-1_700	Čisto.
woi/woi_ec6.p3d	woiec6_06b	Blacklight. Ale bylo tam tajemství pohřbené ještě hlouběji.
woi/woi_ec6.p3d	woiec6_07	Když ses mi ozval, neměl jsem jinou možnost. Byl jsi zasvěcený. Byl jsem si jistý, že mi dáš odpověď.
woi/woi_ec6.p3d	woiec6_08	Co bylo to tajemství?
woi/woi_ec6.p3d	woiec6_09	Penn Station byla nulový bod, ne Elizabeth Greenová. Ať už tu nákazu spustil kdokoli... ať už mi tohle udělal kdokoli...
woi/woi_ec6.p3d	woiec6_10	Věděl jsem, že mi můžeš dát McMullena a že McMullen to bude vědět.
woi/woi_ec7.p3d	woiec7_02	Hope byl projekt Blackwatch. Cílem experimentu bylo vytvořit virovou zbraň, kterou by šlo zacílit na konkrétní rasové typy.
woi/woi_ec7.p3d	woiec7_03	Ale Hope se zvrtl. Mutovaný virus nakazil všechny ty lidi - přivedl je k šílenství.
woi/woi_ec7.p3d	woiec7_03b	Jejich těla se hemžila peklem. A uprostřed toho všeho byla Elizabeth Greenová.
woi/woi_ec7.p3d	woiec7_04	Nějak přežila, vydržela virus, pohltila ho, změnila - co já vím.
woi/woi_ec7.p3d	woiec7_04b	Její jedinečná biologie inspirovala tento nový výzkumný program biologických zbraní.
woi/woi_ec7.p3d	woiec7_04c	Z toho se stal GENTEK - a Alex Mercer pro ně pracoval.
woi/woi_ec7.p3d	woiec7_05	Uniklo toho o jeden krát víc a Randall zasáhl, aby to zastavil. Nikdo nebyl v bezpečí. Mercer utekl z místa se vzorkem viru. Vzal si ho jako pojistku pro případ potřeby.
woi/woi_ec7.p3d	woiec7_06	Blackwatch ho zahnal do kouta na Penn Station. Se zády ke zdi vypustil virus na Manhattan.
woi/woi_ec7.p3d	woiec7_07	To, co Mercer udělal, je za hranicí odpuštění.
woi/woi_ec7.p3d	woiec7_10	Ale žádný Alex Mercer už neexistuje. Virus ho nejen zabil, stal se jím; zkopíroval jeho tělo až na genetickou úroveň. Stal se mnou.
woi/woi_ec7.p3d	woiec7_11	JÁ JSEM TEN VIRUS. A já jsem naopak osvobodil Elizabeth Greenovou - aby nakazila město podruhé.
woi/woi_ec7.p3d	woiec7_12	Teď je mrtvá, ale Randall nepřijme, že se virus dá zastavit. Pomocí FIREBREAKU srovná město se zemí - přesně jako Hope.
woi/woi_ec7.p3d	woiec7_13	Ale Hope má ještě jednu poslední záhadu k odhalení. Greenová byla těhotná, když ji v devětašedesátém našli. Co se stalo s tím dítětem?
woi/woi_ec7.p3d	woiec7_14	Myslíš, že tvá odpověď je tam venku na Reaganovi?
woi/woi_ec7.p3d	woiec7_15	Vím jen jedno: svou odpověď dostanu od Randalla.
woi/woi_node_001.p3d	woi001_001	Jaká je situace s Mercerem?
woi/woi_node_001.p3d	woi001_002	Subjekt je hledán v souvislosti se zrádnou činností proti Spojeným státům a jejich spojencům. Od včerejší noci je Alex Mercer teroristickou hrozbou číslo jedna ve Spojených státech.
woi/woi_node_003.p3d	woi003_001	Cíl vykazuje klasickou osobnost s plochým afektem.
woi/woi_node_003.p3d	woi003_001b	Psychopatický nezájem o druhé, narcistický pohled na svět prokládaný poruchami sebestředné posedlosti.
woi/woi_node_003.p3d	woi003_002	Dobře, a teď by mi to někdo mohl zopakovat lidsky.
woi/woi_node_004.p3d	woi004_001	Subjekt uprchl ve 22:30 poté, co zavraždil tři členy personálu.
woi/woi_node_004.p3d	woi004_002	Krátce nato pravděpodobně unesl jednoho agenta.
woi/woi_node_004.p3d	woi004_003	Je nakažen variantou viru BLACKLIGHT. Konkrétně DX-1118, látkou, jejíž účinky na lidské tělo jsou přinejlepším jen málo prozkoumané. Nemáme tušení, čeho je schopen.
woi/woi_node_005.p3d	woi005_001	Doktore, snažte se zůstat u obecné roviny. Potřebujeme vědět, s čím máme v terénu co do činění.
woi/woi_node_005.p3d	woi005_002	Jeho účinek je... proměnlivý. Když se PROJEVÍ, dělá z idažského kmene obyčejné nachlazení.
woi/woi_node_005.p3d	woi005_003	Nemusím vám, pánové, připomínat, jak blízko jsme byli bodu, odkud není návratu, v Idahu.
woi/woi_node_005.p3d	woi005_004	Mercerovo tělo je bomba plná tohoto zbraňového patogenu, čekající, až vybuchne.
woi/woi_node_005.p3d	woi005_005	A teď je volný ve městě. Přivezte ho, ať to stojí, co to stojí. Řekl bych mrtvého nebo živého, ale nejsem si jistý, že na Alexe Mercera ta kategorie ještě platí.
woi/woi_node_006.p3d	woi006_001	Na co se to tu vlastně díváme?
woi/woi_node_006.p3d	woi006_002	Na budoucnost.
woi/woi_node_006.p3d	woi006_002b	Jakkoli neuvěřitelně to zní, dokáže ovládat své tělo na genetické úrovni.
woi/woi_node_006.p3d	woi006_003	Změny jsou okamžité. Všechno, dokonce i oblečení, je napodobené.
woi/woi_node_006.p3d	woi006_003b	Tkáň se diferencuje a proměňuje - za pochodu.
woi/woi_node_006.p3d	woi006_004	Chci ho na pitevním stole, potřebuji vědět, co ho žene.
woi/woi_node_007.p3d	woi007_001	Kapitáne, generál čeká.
woi/woi_node_007.p3d	woi007_002	Minutku, desátníku. Doktore!
woi/woi_node_007.p3d	woi007_003	McMullene, co sakra ta věc je?
woi/woi_node_007.p3d	woi007_004	Kapitáne, nevíme toho dost, abychom to řekli jistě. Ať už Mercer je cokoli, je spíš jako Greenová než ne.
woi/woi_node_007.p3d	woi007_005	Ale proč jsou tady? Jaký účel plní?
woi/woi_node_007.p3d	woi007_006	Vím jen to, že pokud virus získá kontrolu, nebudeme tu, abychom viděli výsledek.
woi/woi_node_008.p3d	woi008_001	Tenhle záznam jsem už viděl.
woi/woi_node_008.p3d	woi008_002	Ale nedával jste pozor. Podívejte se znovu. Použije kód k otevření dveří hned poté, co pohltí cíl. Ten kód znali jen tři lidé.
woi/woi_node_008.p3d	woi008_002b	Co když ZEUS sbírá mysli, jako dítě sbírá můry?
woi/woi_node_008.p3d	woi008_003	Co když má přístup ke všemu, co kdokoli, koho pohltí, viděl, udělal nebo slyšel?
woi/woi_node_008.p3d	woi008_004	To by vysvětlovalo hned několik věcí: jeho znalost taktiky BLACKWATCH, schopnost pilotovat letadla a obrněnou techniku - něco, v čem Mercer neměl žádný výcvik.
woi/woi_node_008.p3d	woi008_004b	Stejně jako jeho neskutečnou dovednost odhalovat spící agenty.
woi/woi_node_008.p3d	woi008_005	To by pro nás všechny v BLACKWATCH bylo taky velmi, velmi špatné.
woi/woi_node_009.p3d	woi009_001	Pane, potřebuji váš podpis na těchto dokumentech.
woi/woi_node_009.p3d	woi009_002	McMullene, vidíte přece, že mám plné ruce práce. Přestaňte mluvit o Mercerovi, jako by byl odpovědí na naše zatracené problémy. Je to Běžec.
woi/woi_node_009.p3d	woi009_003	V tom se mýlíte - žádný jiný Běžec v historii BLACKLIGHTU nebyl muž. Fakt je, že nevíme, co je zač.
woi/woi_node_009.p3d	woi009_004	Vím, čím není... A to stačí.
woi/woi_node_010.p3d	woi010_001	Telefonní hovor, 12:21:04. Subjekty RANDALL, PETER. MCMULLEN, RAYMOND. Téma: MERCER, ALEX J.
woi/woi_node_010.p3d	woi010_002	To, uh, riziko. Mercer? Jaký je jeho stav?
woi/woi_node_010.p3d	woi010_003	Zatím je pod dvacetičtyřhodinovým dohledem.
woi/woi_node_010.p3d	woi010_004	A pořád má přístup ke Greenové?
woi/woi_node_010.p3d	woi010_005	Prozatím ano. Jeho práce byla zásadní pro odhalení viru BLACKLIGHT.
woi/woi_node_010.p3d	woi010_006	Držte ho nakrátko. Víte, co je tady v sázce.
woi/woi_node_011.p3d	woi011_001	Poslouchej. Musíš odsud zmizet.
woi/woi_node_011.p3d	woi011_002	Máme Mercera na příjmu. Sledujeme signál.
woi/woi_node_011.p3d	woi011_003	Je mi jedno, co říkají.
woi/woi_node_011.p3d	woi011_004	Máme ho. 30. a 7. ulice, v pohybu. Podle mobilu. Vyšlete jednotku. V civilu.
woi/woi_node_013.p3d	woi013_001	Nemáš ponětí, co plánují.
woi/woi_node_013.p3d	woi013_002	To z toho nedělá správnou věc.
woi/woi_node_013.p3d	woi013_003	Poslouchej -- to neriskujou. Ani McMullen není tak blbý. Mám je pod kontrolou.
woi/woi_node_013.p3d	woi013_004	Jo. Problém je, že mi vždycky připadali spíš jako hráči dámy, Alexi.
woi/woi_node_014.p3d	woi014_001	Pane, mám prioritní odposlech.
woi/woi_node_014.p3d	woi014_002	Zajistil jsem si pojistku.
woi/woi_node_014.p3d	woi014_003	Snad jsi to nevynesl z laboratoře?
woi/woi_node_014.p3d	woi014_004	Jo. Mám to tady, u sebe. Počkej. Počkej. Do prdele. Musím končit.
woi/woi_node_015.p3d	woi015_001	Říkám, že subjekt vstoupil na stanici s úmyslem uvolnit zbraň.
woi/woi_node_015.p3d	woi015_002	Jste si jistý?
woi/woi_node_015.p3d	woi015_003	Ano, pane. Nemám žádné pochybnosti.
woi/woi_node_015.p3d	woi015_004	Kolik lidí bylo vystaveno nákaze?
woi/woi_node_015.p3d	woi015_005	Na stanici, pane? Nevím. Stovky. Tisíce. Já nevím....
woi/woi_node_016.p3d	woi016_001	Mercer, Alexander J. Rodiče rozvedeni. Jeden sourozenec. Doktorát z genetiky, Columbia University. Přijat do zvláštních projektů Genteku.
woi/woi_node_016.p3d	woi016_002	Zástupce ředitele: oddělení utajeno. Přístup úrovně A. Podléhal: řediteli McMullenovi, Raymondovi.
woi/woi_node_016.p3d	woi016_003	Aktuální stav: přidělen KRYCÍ NÁZEV ZEUS. Cíl priority 1A, ODPOVĚDNÝ ZA ROZŠÍŘENÍ VIRU BLACKLIGHT V NEW YORKU. NEPŘIBLIŽOVAT SE.
woi/woi_node_017.p3d	woi017_001	Pane, obnovili jsme kontakt s cílem.
woi/woi_node_017.p3d	woi017_002	Podrazil jsi mě, McMullene.
woi/woi_node_017.p3d	woi017_003	To je Alex? Skonči to. Přijď za mnou. Hned.
woi/woi_node_017.p3d	woi017_004	Proč jsi mi neřekl, odkud ten vzorek pochází!?
woi/woi_node_017.p3d	woi017_005	Nemohl jsem, Alexi. Nemohl jsem to riskovat.
woi/woi_node_017.p3d	woi017_006	Jo, no, podělal jsi to.
woi/woi_node_018.p3d	woi018_001	Nenakazila se přirozeně. Byla to zasraná pokusná osoba!
woi/woi_node_018.p3d	woi018_002	To nevíme jistě.
woi/woi_node_018.p3d	woi018_003	Celý tohle smrdí. Někdo nás podrazil. Kam mizí výsledky, kterých jsme dosáhli? Prostě... zmizí.
woi/woi_node_018.p3d	woi018_004	Hm, co s tím uděláš?
woi/woi_node_018.p3d	woi018_005	Cokoli bude potřeba.
woi/woi_node_019.p3d	woi019_001	11:10:01. Subjekty: MERCER, ALEX J. a PARKER, KAREN I.
woi/woi_node_019.p3d	woi019_002	Jestli padnu, nepadnu sám.
woi/woi_node_019.p3d	woi019_003	Alexi, poslouchej, tohle můžeme vyřešit.
woi/woi_node_019.p3d	woi019_004	Na to už je pozdě.
woi/woi_node_019.p3d	woi019_005	Co chceš, Alexi? Co pro tebe můžu udělat?
woi/woi_node_019.p3d	woi019_006	Chci pravdu! Odkud se vzala!?
woi/woi_node_021.p3d	woi021_001	Byl jsi ve zvláštních projektech? Na čem jsi pracoval?
woi/woi_node_021.p3d	woi021_002	Nevěděli jsme, na čem vlastně pracujeme. Teda, nakonec jsem si to poskládal. Ale to už jsem byl v tom namočený.
woi/woi_node_021.p3d	woi021_003	Bylo to nádherné. Pořád se to měnilo. Byla to nejsložitější virová struktura, jakou jsem kdy viděl.
woi/woi_node_021.p3d	woi021_004	Celkem vzato jsem si vedl dobře. Trvalo mi jen tři roky, než jsem to udělal desetkrát nebezpečnějším.
woi/woi_node_021.p3d	woi021_005	Morálka nebyla moje práce. Úprava chimérických virů ano. Nezabýval jsem se terénním nasazením, ale konstrukcí.
woi/woi_node_022.p3d	woi022_001	Tohle víme jistě: subjekt dokáže měnit strukturu těla v neznámém rozsahu.
woi/woi_node_022.p3d	woi022_002	Dokáže přetvořit části těla ve zbraň, měnit rysy obličeje a možná i napodobovat hlasy a chování.
woi/woi_node_022.p3d	woi022_003	Stručně řečeno: je to noční můra pro bezpečnost.
woi/woi_node_023.p3d	woi023_001	Problém se ZEUSovou pamětí by mohl být výhoda, kterou využijeme.
woi/woi_node_023.p3d	woi023_002	Známí lidé, předměty, místa... Zdá se, že ZEUSovi vracejí vzpomínky. Tenhle návrat je bolestivý.
woi/woi_node_023.p3d	woi023_003	Dokáže to ZEUSovi ublížit?
woi/woi_node_023.p3d	woi023_004	V těch chvílích je ZEUS zranitelný. Čím víc toho o něm víme a čím míň zjistí on, tím líp na tom jsme.
woi/woi_node_023.p3d	woi023_005	Můžeme být i vynalézaví. Můžeme lhát.
woi/woi_node_024.p3d	woi024_001	Co si myslíš, že se jí honí hlavou?
woi/woi_node_024.p3d	woi024_002	Nic, mozek jí virus spálil.
woi/woi_node_024.p3d	woi024_003	Hmm... vypadá to...
woi/woi_node_024.p3d	woi024_004	Jo.
woi/woi_node_024.p3d	woi024_005	Vypadá to, že... na něco čeká.
woi/woi_node_025.p3d	woi025_001	Co se tam sakra stalo?
woi/woi_node_025.p3d	woi025_002	Tým jedna přestal vysílat hned po vstupu do prostoru cel.
woi/woi_node_025.p3d	woi025_003	To stačí, uzavřít to. Nikdo nevejde ani nevyjde z budovy Genteku. Chci to zapečetěné protokolem úrovně čtyři.
woi/woi_node_026.p3d	woi026_001	Poslední Běžec nám zabral tři týdny, než jsme ho vystopovali. Zasáhl zapadákov jménem Two Bluff v Arizoně. Nikdo si nevšiml, když to město vyschlo a zaniklo.
woi/woi_node_026.p3d	woi026_002	Jsou mazaní. Dělné včely -- Chodci -- ty jen plní rozkazy, ale Běžci jsou jiní. Ti myslí.
woi/woi_node_026.p3d	woi026_003	A co tenhle?
woi/woi_node_026.p3d	woi026_004	Ona? Hm... je to Běžec. Jenže nemá kam utíkat.
woi/woi_node_027.p3d	woi027_001	Představuje nejzajímavějšího lidského přenašeče, jaký byl kdy objeven. Její tělo denně vytváří stovky unikátních kmenů. Většina je neškodná, pár smrtelných.
woi/woi_node_027.p3d	woi027_002	Tak co dělá?
woi/woi_node_027.p3d	woi027_003	Jako by se raketově vyvíjela. Zkouší varianty na genetické úrovni. Stává se z toho něco jiného.
woi/woi_node_028.p3d	woi028_001	Viděl jste náš rozkaz izolovat subjekt na místě, pane. Přímo od generála Randalla.
woi/woi_node_028.p3d	woi028_002	Je víc než jen nějaký pokusný subjekt! Nemáte ponětí, co představuje!
woi/woi_node_028.p3d	woi028_003	Neveďte to jako nějaké cvičení. Musíme ji dostat z města, hned!
woi/woi_node_029.p3d	woi029_001	Co jsme před nimi tajili? Všechno.
woi/woi_node_029.p3d	woi029_002	Pokračujte.
woi/woi_node_029.p3d	woi029_003	Ten... zdroj. Je to klíč ke genetice -- ale zároveň stroj, co chrlí nejhorší viry, jaké kdo viděl.
woi/woi_node_029.p3d	woi029_003b	Věci, které -- kdyby unikly z laboratoře -- by doslova mohly vymazat lidskou civilizaci, jak ji známe.
woi/woi_node_029.p3d	woi029_004	A jak jste se u toho cítil?
woi/woi_node_029.p3d	woi029_005	Necítit se -- za to mě neplatili.
woi/woi_node_030.p3d	woi030_001	Postup je tento: subjektu odebereme malé množství krve. Její krev se vždy jen hemží variantami viru.
woi/woi_node_030.p3d	woi030_002	Tyto vzorky jsou klíčem k našemu výzkumu. Mohly by vyléčit každou nemoc, jakou lidstvo zná.
woi/woi_node_030.p3d	woi030_003	Nebo ji vyvolat?
woi/woi_node_031.p3d	woi031_001	Podejte mi hlášení o fyzickém stavu subjektu s krycím jménem MOTHER.
woi/woi_node_031.p3d	woi031_002	Subjekt je držen v zajetí třicet devět let bez jakýchkoli negativních následků.
woi/woi_node_031.p3d	woi031_003	Za tu dobu nevykázal žádné degenerativní projevy -- žádný úbytek kloubů, otoky, potíže ani atrofii. Nic.
woi/woi_node_031.p3d	woi031_004	Doslova nestárne. Nemáme ponětí, jak je to možné.
woi/woi_node_032.p3d	woi032_001	Nevím. Nemáme všechna data. Zdá se, že Greenová je ohnisko. Ostatní jsou jen loutky.
woi/woi_node_032.p3d	woi032_002	Pane, na to nemáme žádné vědecké podklady.
woi/woi_node_032.p3d	woi032_003	Poslyšte. Centrální řízení vychází z ohniska. Šíří se, myslí, plánuje. Čtyřicet let vědy tvrdí, že to není možné, ale řekněte mi, že se to neděje.
woi/woi_node_032.p3d	woi032_004	Úder proti centrálnímu přenašeči by mohl nákazu setnout. Cítím to v kostech. K tomu nepotřebuju vědu.
woi/woi_node_033.p3d	woi033_001	Subjekt s krycím jménem MOTHER vykazuje zvláštní vlastnosti neodpovídající infekci DX-1118. Zda jde o přirozenou imunitu -- nebo o něco víc -- se teprve ukáže.
woi/woi_node_033.p3d	woi033_002	Co to tedy znamená pro náš výzkum?
woi/woi_node_033.p3d	woi033_003	Všichni se shodneme, že představuje naši nejlepší šanci prolomit obranu viru.
woi/woi_node_034.p3d	woi034_001	Věřím, že Greenová je jakýsi spouštěč. Představte si život na Zemi jako jeden organismus. Nemoc, kterou uvolňuje, může fungovat jako hormon v těle -- vyvolává změnu. Přetváří organismus.
woi/woi_node_034.p3d	woi034_002	V tomto případě tedy přetváří život na Zemi?
woi/woi_node_034.p3d	woi034_003	Ano. Mění ho.
woi/woi_node_034.p3d	woi034_004	V co?
woi/woi_node_034.p3d	woi034_005	Přesně tak. V co?
woi/woi_node_035.p3d	woi035_001	Subjekt: Greenová, Elizabeth M. Krycí jméno MOTHER. Nalezena v Hope, Idaho, 7. 7. 69. Operace ALTRUISTIC.
woi/woi_node_035.p3d	woi035_002	Přemístěna do Ft. Detrick 1. 8. 69 k izolaci.
woi/woi_node_035.p3d	woi035_003	Držena v Detricku, oddělení F, devět let a dva měsíce.
woi/woi_node_035.p3d	woi035_003b	1. 10. 78 -- přemístěna k izolaci na zdravotnickou stanici Governors Island, New York.
